@relation kd_gross-weka.filters.unsupervised.attribute.NumericCleaner-min1.0-min-defaultNaN-max1.7976931348623157E308-max-default1.7976931348623157E308-closeto0.0-closeto-default0.0-closeto-tolerance1.0E-6-Rfirst-last-decimals-1-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last

@attribute Geschlecht {m,w}
@attribute Alter {18-30,>60,51-60,41-50,31-40}
@attribute Kinder {nein,ja}
@attribute Familienstand {ledig,Partnerschaft}
@attribute Berufstätig {ja,nein}
@attribute Einkaufstag {Donnerstag,Dienstag,Mittwoch,Montag,Samstag,Freitag}
@attribute Einkaufsuhrzeit {'>17 Uhr','10-12 Uhr','12-14 Uhr','14-17 Uhr','<10 Uhr'}
@attribute Süßwaren {1}
@attribute 'Alkoholfreie Getränke' {1}
@attribute Frischfleisch {1}
@attribute 'Obst / Gemüse' {1}
@attribute 'Wein / Sekt' {1}
@attribute Tiefkühlware {1}
@attribute Bier {1}
@attribute 'Wurstwaren SB' {1}
@attribute Drogerieartikel {1}
@attribute Konserven {1}
@attribute 'Kaffee / Tee' {1}
@attribute Fertiggerichte {1}
@attribute Spirituosen {1}
@attribute Milchprodukte {1}
@attribute 'Käse Theke' {1}
@attribute Backwaren {1}
@attribute Chips {1}

@data
w,>60,nein,Partnerschaft,nein,Donnerstag,'<10 Uhr',1,1,1,?,1,1,1,1,1,1,1,1,?,?,1,1,1
m,18-30,nein,ledig,ja,Mittwoch,'14-17 Uhr',1,1,1,1,?,?,1,?,1,1,?,?,?,?,?,1,1
w,18-30,ja,Partnerschaft,nein,Donnerstag,'10-12 Uhr',?,1,1,?,?,1,1,1,?,1,?,?,1,1,?,1,1
w,>60,ja,ledig,nein,Montag,'<10 Uhr',?,?,?,1,?,1,?,1,?,1,?,?,?,?,1,?,?
w,31-40,ja,Partnerschaft,ja,Mittwoch,'10-12 Uhr',?,1,?,?,?,?,?,?,?,?,1,?,1,?,?,1,?
w,18-30,nein,ledig,nein,Mittwoch,'>17 Uhr',?,1,?,?,?,1,?,?,?,1,?,1,?,1,?,1,1
w,31-40,nein,ledig,nein,Dienstag,'>17 Uhr',1,?,?,1,?,1,1,?,1,1,1,?,1,?,?,1,1
m,41-50,nein,ledig,nein,Mittwoch,'10-12 Uhr',?,1,?,?,?,1,?,1,1,1,?,?,?,?,?,1,?
m,18-30,nein,Partnerschaft,ja,Montag,'>17 Uhr',?,?,?,?,?,1,?,?,?,1,?,1,?,?,?,?,?
m,18-30,nein,Partnerschaft,ja,Dienstag,'<10 Uhr',?,1,1,?,?,?,?,?,?,?,1,?,?,?,?,1,?
w,18-30,ja,ledig,nein,Donnerstag,'10-12 Uhr',?,1,1,?,?,?,1,1,?,1,1,?,?,1,?,1,1
w,18-30,nein,Partnerschaft,nein,Dienstag,'12-14 Uhr',?,?,1,?,?,1,1,?,1,1,1,1,?,?,?,1,1
w,18-30,nein,Partnerschaft,ja,Donnerstag,'10-12 Uhr',?,1,1,?,?,1,1,1,?,1,?,?,1,?,1,1,1
m,18-30,nein,Partnerschaft,ja,Samstag,'14-17 Uhr',?,1,?,?,1,?,?,?,?,1,1,?,?,?,?,1,?
m,41-50,nein,Partnerschaft,ja,Samstag,'10-12 Uhr',1,1,1,?,1,1,1,?,1,1,?,1,1,?,?,1,1
m,>60,nein,ledig,nein,Dienstag,'<10 Uhr',?,1,1,1,?,1,1,?,?,1,1,?,?,1,?,1,1
w,51-60,ja,ledig,ja,Donnerstag,'>17 Uhr',?,1,1,?,1,1,1,1,?,1,1,?,?,?,?,1,?
m,>60,nein,ledig,nein,Samstag,'10-12 Uhr',1,?,?,1,1,?,?,?,?,1,1,?,?,?,?,1,?
m,18-30,ja,Partnerschaft,ja,Samstag,'14-17 Uhr',?,1,?,?,?,?,?,1,?,?,1,?,1,?,?,1,?
w,51-60,nein,ledig,nein,Mittwoch,'12-14 Uhr',?,1,1,?,?,?,?,1,?,1,1,?,?,?,?,1,?
w,41-50,nein,ledig,ja,Dienstag,'12-14 Uhr',1,1,1,?,?,?,1,?,1,1,1,1,?,?,?,1,1
m,18-30,ja,Partnerschaft,ja,Donnerstag,'14-17 Uhr',1,?,1,?,1,?,1,1,?,?,1,?,?,?,1,1,1
w,31-40,nein,ledig,ja,Donnerstag,'14-17 Uhr',1,?,1,?,1,1,1,?,?,1,?,?,1,?,?,?,1
w,41-50,ja,Partnerschaft,nein,Freitag,'10-12 Uhr',1,1,1,?,?,1,?,?,?,1,1,1,?,1,1,1,?
m,41-50,ja,ledig,ja,Dienstag,'14-17 Uhr',?,1,1,1,?,1,1,1,?,1,?,?,?,?,?,1,1
w,18-30,ja,ledig,ja,Montag,'10-12 Uhr',?,?,?,?,1,?,?,?,?,?,?,1,?,?,?,?,?
w,41-50,nein,ledig,ja,Freitag,'10-12 Uhr',1,1,1,?,?,?,?,?,?,?,1,1,1,?,?,1,?
m,>60,ja,ledig,ja,Montag,'14-17 Uhr',1,?,?,?,?,?,?,?,?,?,1,?,?,?,?,1,1
w,>60,ja,ledig,nein,Mittwoch,'<10 Uhr',1,1,?,?,1,1,?,?,?,1,1,?,?,?,?,1,?
m,31-40,nein,Partnerschaft,ja,Samstag,'14-17 Uhr',?,1,?,?,?,1,?,?,?,1,1,1,1,?,?,1,?
w,31-40,nein,Partnerschaft,ja,Freitag,'10-12 Uhr',?,?,1,?,?,1,1,1,1,1,1,1,?,?,?,1,1
w,>60,nein,ledig,nein,Montag,'14-17 Uhr',1,?,1,?,?,1,1,?,?,1,1,?,1,?,?,1,1
m,>60,nein,Partnerschaft,ja,Samstag,'10-12 Uhr',?,1,1,?,?,1,1,1,?,1,?,?,1,?,?,1,1
m,18-30,nein,ledig,ja,Samstag,'14-17 Uhr',?,?,1,1,?,1,1,1,1,1,1,?,1,?,?,1,1
w,>60,ja,Partnerschaft,ja,Dienstag,'12-14 Uhr',?,1,1,?,?,1,1,?,?,1,1,?,1,?,?,1,1
w,51-60,ja,Partnerschaft,nein,Mittwoch,'10-12 Uhr',?,1,?,?,?,?,1,1,?,1,?,?,1,?,?,?,?
w,51-60,nein,ledig,nein,Samstag,'>17 Uhr',?,1,1,?,?,?,1,?,?,1,1,?,?,?,1,1,1
w,18-30,ja,ledig,ja,Montag,'<10 Uhr',1,1,1,?,?,1,1,?,1,1,1,?,?,?,?,1,1
w,41-50,nein,ledig,nein,Donnerstag,'14-17 Uhr',?,1,?,?,?,?,?,?,?,?,1,?,?,?,?,1,?
m,18-30,nein,Partnerschaft,ja,Samstag,'<10 Uhr',?,?,1,?,1,1,1,1,1,1,1,?,1,?,?,1,1
m,41-50,ja,Partnerschaft,ja,Samstag,'<10 Uhr',?,1,1,?,?,1,?,?,?,1,?,1,1,?,?,1,?
m,31-40,nein,Partnerschaft,ja,Samstag,'14-17 Uhr',?,1,1,?,1,1,?,1,?,1,1,?,1,?,?,1,?
w,18-30,nein,ledig,nein,Freitag,'12-14 Uhr',?,1,1,?,?,1,1,?,?,1,?,1,?,1,?,1,1
m,18-30,nein,Partnerschaft,ja,Montag,'<10 Uhr',?,1,1,?,1,1,1,?,?,1,1,?,1,?,?,1,1
m,41-50,nein,Partnerschaft,ja,Montag,'14-17 Uhr',1,?,1,?,?,1,1,?,?,1,1,1,?,?,?,1,1
m,31-40,ja,ledig,ja,Montag,'>17 Uhr',?,1,?,?,1,1,?,?,?,1,1,1,?,1,1,1,?
w,31-40,nein,ledig,ja,Dienstag,'12-14 Uhr',?,1,?,?,?,1,?,1,?,1,1,1,1,?,?,1,1
w,41-50,nein,ledig,ja,Montag,'10-12 Uhr',?,1,1,?,1,?,?,?,1,?,1,1,?,?,1,1,?
m,18-30,nein,Partnerschaft,nein,Samstag,'14-17 Uhr',1,1,1,?,1,1,?,?,?,1,1,?,?,?,?,1,?
w,18-30,nein,ledig,nein,Freitag,'10-12 Uhr',1,1,?,?,1,1,?,?,1,1,1,1,?,?,?,1,1
w,>60,ja,Partnerschaft,nein,Mittwoch,'<10 Uhr',1,?,1,?,1,1,1,1,?,1,1,1,?,?,?,1,1
w,41-50,nein,Partnerschaft,ja,Donnerstag,'>17 Uhr',?,1,?,1,?,?,?,?,1,?,1,?,1,?,?,1,?
m,18-30,ja,Partnerschaft,ja,Freitag,'10-12 Uhr',1,1,?,?,?,1,1,?,?,1,?,?,?,?,1,?,1
m,18-30,ja,ledig,ja,Montag,'10-12 Uhr',?,1,?,1,?,1,?,?,?,1,1,?,1,1,1,1,1
w,41-50,ja,ledig,ja,Mittwoch,'14-17 Uhr',1,1,1,?,?,1,1,1,?,1,1,?,1,?,?,1,1
w,41-50,nein,Partnerschaft,nein,Freitag,'>17 Uhr',?,?,1,1,1,1,?,1,?,1,1,1,?,1,?,1,?
w,31-40,nein,Partnerschaft,nein,Samstag,'>17 Uhr',?,1,1,1,?,1,1,?,?,1,1,?,1,?,?,1,1
w,18-30,nein,ledig,nein,Samstag,'>17 Uhr',1,?,?,?,1,?,?,?,?,?,1,?,?,?,?,1,?
w,18-30,nein,ledig,nein,Samstag,'<10 Uhr',?,1,1,?,1,?,1,?,?,?,1,?,1,?,?,1,1
w,18-30,nein,ledig,nein,Mittwoch,'>17 Uhr',?,1,?,?,?,1,?,?,?,1,1,1,?,?,?,1,?
w,18-30,ja,Partnerschaft,nein,Mittwoch,'10-12 Uhr',1,1,1,?,?,1,1,?,?,1,?,?,?,?,?,1,1
m,18-30,ja,Partnerschaft,ja,Dienstag,'14-17 Uhr',?,1,1,?,?,?,1,1,1,?,1,?,1,?,?,1,1
m,>60,ja,Partnerschaft,nein,Mittwoch,'<10 Uhr',?,?,1,?,1,?,?,?,1,?,1,?,1,?,?,1,1
w,18-30,ja,ledig,nein,Mittwoch,'10-12 Uhr',?,1,1,?,?,1,1,?,?,1,1,?,?,?,1,1,1
w,18-30,ja,ledig,ja,Donnerstag,'10-12 Uhr',?,1,1,?,1,1,1,?,?,1,?,1,1,?,?,1,1
w,18-30,nein,ledig,ja,Montag,'10-12 Uhr',?,1,1,?,?,1,1,?,?,1,1,?,?,?,1,1,1
w,31-40,ja,Partnerschaft,nein,Montag,'12-14 Uhr',?,1,?,?,1,1,?,?,?,1,1,1,1,1,?,1,?
m,>60,ja,ledig,ja,Donnerstag,'10-12 Uhr',?,1,?,?,?,?,?,?,1,?,?,?,?,?,?,1,?
w,18-30,ja,Partnerschaft,nein,Montag,'12-14 Uhr',?,1,?,?,?,?,?,?,?,?,?,?,1,?,?,?,?
m,41-50,ja,ledig,ja,Donnerstag,'<10 Uhr',?,1,?,?,?,?,1,?,?,1,?,1,?,?,?,1,1
w,>60,ja,Partnerschaft,nein,Dienstag,'<10 Uhr',?,1,?,?,1,?,?,?,?,1,1,1,?,?,?,1,?
w,>60,nein,ledig,nein,Montag,'<10 Uhr',?,1,1,?,?,1,1,?,?,1,?,1,?,?,?,1,1
w,18-30,nein,Partnerschaft,nein,Freitag,'>17 Uhr',?,1,1,?,1,?,1,?,1,?,1,?,?,?,?,1,1
m,>60,ja,Partnerschaft,nein,Donnerstag,'10-12 Uhr',1,?,?,?,1,1,?,?,?,1,1,?,?,?,?,1,?
w,51-60,nein,Partnerschaft,nein,Mittwoch,'14-17 Uhr',1,1,?,?,?,1,?,?,?,1,1,?,?,?,?,1,?
m,51-60,nein,Partnerschaft,ja,Mittwoch,'14-17 Uhr',?,1,1,?,?,1,1,?,1,1,1,?,?,?,?,1,1
w,18-30,nein,Partnerschaft,ja,Mittwoch,'<10 Uhr',1,1,?,?,?,?,1,?,?,?,?,1,?,?,?,1,1
m,18-30,ja,ledig,ja,Donnerstag,'10-12 Uhr',?,1,?,?,1,?,?,?,?,?,?,?,1,?,?,1,1
m,18-30,nein,ledig,ja,Samstag,'10-12 Uhr',?,?,?,?,1,1,?,?,?,1,1,?,?,?,?,1,?
w,>60,ja,Partnerschaft,nein,Montag,'10-12 Uhr',1,?,1,?,?,?,1,?,?,?,?,?,?,?,1,?,1
m,18-30,ja,ledig,ja,Donnerstag,'14-17 Uhr',?,1,1,?,1,1,1,1,?,1,?,?,?,?,?,1,1
w,41-50,ja,ledig,nein,Dienstag,'10-12 Uhr',1,1,1,?,1,?,1,1,?,1,1,?,?,?,?,?,1
w,>60,nein,ledig,nein,Donnerstag,'<10 Uhr',?,1,1,?,?,1,1,?,?,1,1,?,?,?,1,1,1
m,51-60,nein,ledig,ja,Samstag,'14-17 Uhr',?,1,1,?,?,1,1,?,?,1,1,1,1,?,?,1,1
w,>60,nein,ledig,nein,Samstag,'<10 Uhr',?,?,?,?,1,1,?,?,1,1,1,1,1,?,?,1,?
w,>60,ja,ledig,nein,Donnerstag,'10-12 Uhr',?,1,1,?,?,1,1,?,?,1,1,?,?,1,?,1,1
w,>60,nein,ledig,nein,Donnerstag,'10-12 Uhr',?,1,1,1,?,1,?,1,1,1,1,?,?,1,?,1,?
w,>60,nein,ledig,ja,Donnerstag,'14-17 Uhr',?,1,1,?,?,1,?,?,?,1,1,1,1,?,?,1,?
w,51-60,nein,ledig,nein,Dienstag,'10-12 Uhr',?,1,1,?,?,?,1,?,?,1,?,?,?,?,?,1,1
w,18-30,nein,ledig,nein,Dienstag,'>17 Uhr',1,1,1,?,1,1,1,?,?,1,?,?,?,?,1,1,1
w,18-30,nein,ledig,ja,Freitag,'10-12 Uhr',1,1,1,?,?,?,1,?,?,?,1,?,1,?,?,1,1
m,18-30,nein,ledig,ja,Montag,'14-17 Uhr',1,1,1,?,1,1,1,1,?,1,1,1,1,?,?,1,1
w,>60,ja,Partnerschaft,nein,Samstag,'10-12 Uhr',1,1,1,?,?,1,1,1,1,1,1,1,?,?,?,1,1
m,>60,ja,ledig,nein,Dienstag,'14-17 Uhr',?,1,1,?,1,1,?,?,?,1,1,1,?,?,?,1,?
w,18-30,ja,ledig,ja,Montag,'10-12 Uhr',?,1,?,1,?,1,?,?,?,1,1,?,1,?,?,1,1
w,51-60,ja,Partnerschaft,nein,Donnerstag,'10-12 Uhr',1,1,1,?,?,1,1,?,?,1,1,1,?,1,?,1,1
w,41-50,nein,Partnerschaft,ja,Samstag,'10-12 Uhr',?,?,1,?,?,1,1,?,?,1,1,1,?,?,?,1,1
m,18-30,ja,ledig,ja,Donnerstag,'14-17 Uhr',1,1,1,?,?,1,1,?,1,1,1,?,1,?,?,1,1
m,31-40,ja,ledig,ja,Montag,'10-12 Uhr',?,1,1,?,?,?,1,?,?,1,1,1,?,?,?,1,1
w,31-40,ja,ledig,nein,Samstag,'>17 Uhr',?,?,1,?,1,?,1,1,?,?,1,?,?,?,?,1,1
w,41-50,ja,ledig,nein,Mittwoch,'>17 Uhr',?,?,1,?,?,1,1,?,?,1,?,?,1,?,?,?,1
m,31-40,nein,Partnerschaft,ja,Samstag,'<10 Uhr',?,?,?,?,?,?,1,?,?,1,1,?,1,?,?,1,1
w,>60,ja,ledig,nein,Dienstag,'<10 Uhr',1,1,1,1,?,?,1,?,?,?,?,?,?,?,?,1,1
m,51-60,ja,ledig,ja,Mittwoch,'12-14 Uhr',?,1,1,?,1,?,1,?,?,?,?,?,?,1,?,1,1
m,>60,ja,ledig,nein,Mittwoch,'10-12 Uhr',?,1,1,?,?,1,1,?,?,1,1,?,?,?,?,1,1
w,31-40,ja,ledig,nein,Dienstag,'10-12 Uhr',?,?,1,?,?,1,1,?,?,1,1,?,1,?,?,1,1
m,18-30,ja,Partnerschaft,ja,Mittwoch,'10-12 Uhr',?,1,1,?,?,1,1,?,?,1,1,?,1,?,?,1,1
w,>60,ja,Partnerschaft,nein,Montag,'>17 Uhr',1,1,1,?,?,1,1,?,1,1,1,?,?,?,?,1,1
w,41-50,ja,Partnerschaft,ja,Donnerstag,'10-12 Uhr',?,1,1,?,?,1,1,?,?,1,?,1,?,?,?,1,?
w,18-30,ja,Partnerschaft,ja,Dienstag,'14-17 Uhr',1,1,1,1,1,1,1,1,?,1,?,?,?,?,?,1,1
m,>60,nein,Partnerschaft,nein,Montag,'10-12 Uhr',1,1,1,?,?,?,1,?,?,1,1,1,?,?,?,1,1
m,18-30,nein,Partnerschaft,ja,Samstag,'10-12 Uhr',?,1,1,1,?,?,1,?,?,1,1,1,?,?,?,1,1
w,31-40,nein,ledig,nein,Samstag,'>17 Uhr',1,1,?,1,?,1,?,?,?,1,1,?,?,?,1,1,?
w,31-40,ja,Partnerschaft,ja,Donnerstag,'>17 Uhr',?,1,1,?,1,1,1,1,?,1,?,?,?,?,?,1,1
w,18-30,nein,ledig,nein,Mittwoch,'<10 Uhr',1,1,1,?,?,1,1,1,?,1,1,1,?,?,?,1,1
w,18-30,nein,ledig,nein,Donnerstag,'10-12 Uhr',?,1,1,?,?,1,1,?,1,1,?,?,1,?,?,1,1
w,18-30,nein,Partnerschaft,nein,Donnerstag,'12-14 Uhr',?,1,1,?,1,1,1,?,?,1,1,?,?,?,?,1,1
w,41-50,ja,ledig,nein,Dienstag,'10-12 Uhr',?,?,1,?,?,1,1,1,?,1,1,?,?,?,?,1,1
w,>60,nein,ledig,nein,Samstag,'>17 Uhr',?,1,1,?,1,1,1,?,?,1,?,?,?,?,?,1,1
m,18-30,nein,Partnerschaft,ja,Samstag,'12-14 Uhr',?,1,1,?,?,1,1,?,1,1,1,?,1,?,?,1,?
w,>60,ja,ledig,nein,Montag,'10-12 Uhr',?,1,1,?,1,1,1,?,1,1,1,1,?,?,?,1,1
m,18-30,ja,Partnerschaft,ja,Freitag,'<10 Uhr',?,?,1,1,?,1,1,?,1,1,1,1,?,?,?,1,1
m,18-30,ja,ledig,ja,Montag,'10-12 Uhr',?,?,1,?,?,?,1,?,?,?,1,?,1,?,?,1,1
w,31-40,ja,Partnerschaft,nein,Dienstag,'10-12 Uhr',1,1,1,?,?,1,1,1,?,1,?,?,?,?,?,1,1
m,51-60,nein,ledig,nein,Samstag,'>17 Uhr',1,1,1,1,?,1,1,?,?,1,1,?,1,?,?,1,1
w,>60,ja,ledig,nein,Donnerstag,'14-17 Uhr',?,1,1,?,1,1,1,?,?,1,1,?,1,?,?,1,1
m,41-50,nein,ledig,ja,Samstag,'14-17 Uhr',?,1,1,?,1,1,1,?,?,1,?,?,?,?,?,1,1
m,18-30,ja,Partnerschaft,ja,Mittwoch,'10-12 Uhr',1,?,1,?,?,1,1,?,1,1,?,?,?,?,?,?,1
w,>60,nein,ledig,ja,Donnerstag,'<10 Uhr',?,1,?,?,?,1,?,?,?,1,1,1,?,?,1,1,1
w,31-40,nein,ledig,nein,Mittwoch,'>17 Uhr',?,1,1,?,?,?,1,?,1,?,1,?,?,?,?,1,1
w,31-40,nein,ledig,nein,Montag,'>17 Uhr',1,?,1,?,1,1,1,?,?,1,1,1,?,?,?,1,1
w,31-40,ja,ledig,ja,Freitag,'10-12 Uhr',?,1,?,?,1,?,?,?,?,?,?,?,1,1,?,1,?
w,18-30,ja,ledig,nein,Montag,'10-12 Uhr',?,1,1,?,1,1,1,?,?,1,1,1,1,?,?,1,1
w,31-40,ja,ledig,ja,Samstag,'10-12 Uhr',?,1,1,?,?,1,?,1,?,1,1,?,?,?,?,1,?
w,51-60,ja,ledig,ja,Mittwoch,'14-17 Uhr',1,1,1,?,?,1,?,?,1,1,1,?,?,?,?,1,?
w,31-40,ja,ledig,nein,Freitag,'10-12 Uhr',1,?,1,?,1,1,1,1,?,1,1,?,1,?,?,1,1
m,31-40,nein,Partnerschaft,ja,Donnerstag,'<10 Uhr',?,1,1,?,1,1,1,?,1,1,?,?,1,?,?,1,1
w,41-50,nein,Partnerschaft,nein,Donnerstag,'<10 Uhr',?,1,1,?,?,1,1,1,?,1,?,?,?,1,?,1,?
w,18-30,nein,Partnerschaft,ja,Mittwoch,'>17 Uhr',1,1,1,?,?,?,?,1,1,?,1,?,?,?,?,1,1
w,18-30,ja,ledig,ja,Dienstag,'10-12 Uhr',?,1,1,1,?,1,1,1,?,1,1,?,?,1,?,1,1
m,>60,ja,ledig,nein,Freitag,'10-12 Uhr',?,?,1,?,?,1,1,?,?,1,1,?,?,?,?,1,1
w,>60,nein,ledig,nein,Samstag,'10-12 Uhr',?,?,1,?,1,?,1,?,?,1,1,1,?,?,?,1,1
w,31-40,ja,ledig,ja,Mittwoch,'12-14 Uhr',?,1,?,?,?,1,?,?,?,1,1,?,1,?,?,1,?
w,18-30,nein,ledig,ja,Dienstag,'<10 Uhr',1,?,?,?,?,1,1,?,?,1,?,?,?,?,?,1,1
w,>60,nein,ledig,nein,Dienstag,'10-12 Uhr',?,?,1,1,?,1,1,?,?,1,1,?,?,?,?,1,1
w,51-60,nein,ledig,nein,Samstag,'>17 Uhr',?,1,1,?,?,1,1,?,?,1,1,?,?,?,?,1,1
w,18-30,ja,ledig,ja,Mittwoch,'10-12 Uhr',1,1,1,1,?,?,1,?,1,1,1,?,?,1,?,1,1
w,51-60,nein,Partnerschaft,ja,Dienstag,'14-17 Uhr',1,1,1,?,?,1,1,?,1,1,?,?,?,?,?,1,1
w,18-30,ja,ledig,nein,Dienstag,'10-12 Uhr',1,1,?,?,?,?,?,1,1,?,?,?,?,?,?,1,?
w,51-60,nein,ledig,ja,Samstag,'14-17 Uhr',?,1,1,1,?,1,1,?,?,1,1,?,1,?,?,1,1
w,>60,nein,ledig,ja,Montag,'<10 Uhr',?,1,1,?,1,?,1,1,?,?,1,?,?,1,?,?,1
w,18-30,nein,ledig,nein,Mittwoch,'12-14 Uhr',?,1,?,?,?,1,?,?,1,1,1,?,1,?,?,1,1
w,51-60,ja,ledig,ja,Mittwoch,'10-12 Uhr',1,?,1,?,?,?,?,1,1,1,1,1,?,?,1,1,1
m,>60,ja,Partnerschaft,nein,Samstag,'<10 Uhr',1,?,?,1,?,1,?,1,?,1,1,?,1,?,?,1,?
w,18-30,ja,Partnerschaft,ja,Montag,'>17 Uhr',?,?,1,?,?,1,?,?,?,1,1,?,?,?,1,1,1
w,18-30,ja,ledig,ja,Mittwoch,'10-12 Uhr',?,1,1,1,1,1,?,?,1,1,1,?,?,?,1,1,?
w,>60,ja,ledig,nein,Donnerstag,'10-12 Uhr',1,?,?,?,1,1,?,?,1,1,1,?,?,1,?,1,?
m,41-50,ja,Partnerschaft,ja,Freitag,'10-12 Uhr',?,1,1,?,?,1,1,1,?,1,1,?,?,?,?,1,1
m,18-30,nein,ledig,ja,Samstag,'10-12 Uhr',?,?,1,?,1,1,1,?,1,1,1,?,?,?,?,1,1
m,31-40,ja,ledig,ja,Donnerstag,'10-12 Uhr',1,1,1,?,?,?,1,?,?,?,1,?,?,?,?,1,1
m,>60,ja,ledig,nein,Montag,'<10 Uhr',?,?,1,1,1,1,1,?,?,1,1,1,1,?,?,1,1
w,31-40,ja,Partnerschaft,nein,Montag,'10-12 Uhr',?,1,1,?,?,1,1,1,?,1,1,?,?,1,?,1,1
m,18-30,nein,ledig,ja,Samstag,'10-12 Uhr',?,1,1,?,?,?,1,?,?,?,1,?,?,?,?,1,1
m,>60,ja,ledig,nein,Freitag,'<10 Uhr',?,1,?,1,1,1,?,?,?,1,1,?,1,?,?,1,1
m,>60,nein,Partnerschaft,nein,Samstag,'<10 Uhr',?,?,1,?,1,1,1,?,?,1,1,?,?,?,1,1,1
w,31-40,ja,Partnerschaft,nein,Montag,'<10 Uhr',?,1,1,1,?,1,1,1,?,1,1,?,?,?,?,1,1
m,>60,nein,ledig,nein,Samstag,'14-17 Uhr',1,1,1,?,1,1,1,?,?,1,?,1,1,1,?,1,1
w,>60,ja,ledig,nein,Montag,'10-12 Uhr',?,1,1,1,?,1,1,1,?,1,1,?,1,1,?,1,1
w,18-30,ja,Partnerschaft,ja,Montag,'10-12 Uhr',1,1,?,?,?,?,1,?,?,?,1,?,?,?,?,1,1
w,18-30,nein,ledig,nein,Montag,'12-14 Uhr',?,?,?,?,?,?,?,?,?,?,?,1,?,?,?,1,?
w,31-40,ja,Partnerschaft,nein,Mittwoch,'>17 Uhr',1,?,?,?,1,1,?,1,?,1,?,1,?,?,?,?,?
w,41-50,ja,ledig,ja,Montag,'10-12 Uhr',?,?,1,1,?,1,1,?,1,1,?,?,?,?,?,?,1
m,18-30,ja,Partnerschaft,ja,Montag,'10-12 Uhr',?,1,?,1,?,?,?,?,?,1,1,?,?,?,?,1,?
m,18-30,ja,ledig,ja,Donnerstag,'12-14 Uhr',1,1,1,1,?,1,1,?,?,1,1,?,?,1,?,1,1
m,>60,nein,ledig,nein,Samstag,'10-12 Uhr',?,1,1,?,?,1,1,1,?,1,1,?,?,?,?,1,1
w,51-60,ja,ledig,nein,Dienstag,'10-12 Uhr',?,?,1,?,?,?,1,?,1,?,1,?,1,?,?,1,1
w,>60,nein,Partnerschaft,nein,Dienstag,'14-17 Uhr',1,1,1,?,1,1,1,?,?,1,?,?,?,?,?,1,1
m,18-30,nein,ledig,ja,Montag,'<10 Uhr',?,?,1,?,?,1,1,1,?,1,1,?,?,?,?,1,?
m,18-30,nein,Partnerschaft,ja,Samstag,'<10 Uhr',?,1,1,?,?,1,1,?,?,1,?,?,?,?,1,1,1
w,>60,nein,ledig,nein,Samstag,'<10 Uhr',?,1,?,1,?,1,?,?,1,1,1,?,?,?,?,1,?
w,>60,nein,ledig,nein,Donnerstag,'14-17 Uhr',1,1,1,?,1,1,1,1,?,1,1,?,?,?,?,1,1
m,41-50,ja,ledig,ja,Donnerstag,'<10 Uhr',?,1,1,?,?,1,1,1,?,1,1,?,?,?,?,1,1
w,18-30,nein,Partnerschaft,ja,Dienstag,'10-12 Uhr',?,?,1,?,1,1,1,1,?,1,1,?,?,1,?,1,1
m,18-30,ja,ledig,ja,Montag,'10-12 Uhr',?,1,?,1,1,1,?,?,1,1,1,?,?,?,?,1,?
w,>60,nein,ledig,nein,Samstag,'<10 Uhr',?,1,1,?,?,1,1,?,?,1,1,?,?,?,?,1,1
w,>60,ja,ledig,nein,Mittwoch,'<10 Uhr',1,?,1,1,?,1,1,1,?,1,1,1,1,?,?,1,1
w,18-30,nein,Partnerschaft,ja,Freitag,'>17 Uhr',1,1,1,?,1,?,1,1,1,1,1,1,?,?,?,1,1
w,18-30,nein,ledig,ja,Donnerstag,'12-14 Uhr',1,1,?,1,1,?,?,?,?,?,?,?,?,?,?,1,1
m,>60,nein,ledig,nein,Mittwoch,'<10 Uhr',1,?,?,?,?,1,?,?,?,1,1,?,?,1,?,1,?
m,18-30,nein,Partnerschaft,nein,Donnerstag,'14-17 Uhr',?,?,1,?,?,1,1,1,?,1,1,?,?,1,1,1,1
m,31-40,ja,Partnerschaft,ja,Samstag,'<10 Uhr',?,1,1,?,?,?,1,1,?,1,?,1,?,?,?,1,1
m,>60,nein,ledig,nein,Donnerstag,'<10 Uhr',?,1,1,1,1,1,1,1,1,1,1,?,?,?,?,1,1
w,18-30,nein,Partnerschaft,ja,Samstag,'>17 Uhr',?,1,?,1,1,?,?,1,?,1,?,1,?,?,?,1,1
m,18-30,nein,Partnerschaft,ja,Samstag,'>17 Uhr',?,1,?,?,?,1,?,?,?,1,1,1,?,1,?,1,1
w,31-40,nein,ledig,ja,Donnerstag,'10-12 Uhr',1,1,?,?,?,1,?,1,?,1,1,1,1,1,?,1,1
m,18-30,ja,ledig,ja,Dienstag,'<10 Uhr',1,1,1,?,?,1,1,?,?,1,1,1,?,?,?,1,1
m,18-30,ja,Partnerschaft,ja,Donnerstag,'10-12 Uhr',?,1,1,?,1,1,1,?,?,1,?,?,?,1,?,1,1
m,18-30,ja,Partnerschaft,ja,Montag,'>17 Uhr',?,1,?,?,?,1,?,1,?,1,1,?,1,?,1,1,1
w,41-50,ja,ledig,ja,Montag,'10-12 Uhr',1,1,1,?,1,1,1,1,?,1,1,?,?,?,1,1,1
w,18-30,nein,Partnerschaft,nein,Samstag,'>17 Uhr',?,?,1,?,1,1,1,?,1,1,1,?,1,?,?,1,?
